,drug_id,smiles
230,BRD-K13514097,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C
231,BRD-K78431006,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl
232,BRD-A46186775,CC12CCC(=O)C=C1CCC1C2[C@@H](O)CC2(C)C1CC[C@]2(O)C(=O)COP(=O)(O)O
233,BRD-A97739905,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1
234,BRD-K39111395,COc1ccc([N+][O-])c(CCc2cc(OC)ccc2[N+][O-])c1
235,BRD-K01649396,CN[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21
236,BRD-K06159959,O=C(O)Cc1cc2ccccc2nc1C(=O)O
237,BRD-K81847782,COc1c(CC=C(C)C)c2c(c3oc(=O)c(-c4ccc(O)cc4)c(O)c13)C=CC(C)(C)O2
238,BRD-K61401890,COc1cc2c(cc1OC)[C@@H]1C(=O)c3ccc4c(c3O[C@@H]1CO2)C=CC(C)(C)O4
239,BRD-K32795028,c1ccc(Cn2ccnc2)cc1
240,BRD-K19136521,O=C1Nc2ccccc2/C1=C1/Nc2ccccc2/C1=N\O
241,BRD-K81128206,CC[N+](C)(C)c1cccc(O)c1
242,BRD-K81209159,COc1ccc2ccc(=O)oc2c1
243,BRD-A62071884,CN/C(=N\c1ccc(C2=NNC(=O)CC2C)cc1)NC#N
244,BRD-K68332390,O=C(O)Cc1nn(Cc2ccc(Br)cc2F)c(=O)c2ccccc12
245,BRD-K57222227,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1
246,BRD-K11163873,O=c1[nH]c2ccccc2c2ccccc12
247,BRD-K53972329,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1
248,BRD-K80451230,c1ccc(C(O[C@@H]2CCCN(CCc3ccc4c(c3)OCO4)C2)c2ccccc2)cc1
249,BRD-K11373525,CCc1cc2c(c(CC)n1)CCC(=O)N2Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
250,BRD-K60038276,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
251,BRD-K97509413,O=c1oc2cc(O)ccc2c2oc3cc(O)ccc3c12
252,BRD-K96527333,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]32)C1
253,BRD-K18816859,CS(=O)(=O)Nc1ccc(Cc2noc(-c3ccc4[nH]cc(CCN)c4c3)n2)cc1
254,BRD-K24681473,COCC[n+]1c2c(n(Cc3cnccn3)c1C)C(=O)c1ccccc1C2=O
255,BRD-A36066264,CC12CCC3c4ccc(OC(=O)c5ccccc5)cc4CCC3C1CCC2O
256,BRD-K47936004,c1cnc(N2CCN(Cc3ccc4c(c3)OCO4)CC2)nc1
257,BRD-K15086322,CN1CCN(C(=O)c2nc3ccc(Cl)cc3[nH]2)CC1
258,BRD-K18678457,CCN(c1ccccc1)c1cc(NC)[n+](C)c(C)n1
259,BRD-A31227688,NCC(N)C(=O)c1ccccc1
260,BRD-A18917088,C[C@]12CCC3c4ccc(O)cc4CCC3C1CC[C@@H]2O
261,BRD-K42573370,CC1(C)C2=[N+]([O-])c3cc(-c4ccccc4)ccc3C2=C[C@@]23NC(=O)[C@]4(CCCN4C2=O)C[C@@H]13
262,BRD-K12539581,COC(=O)Nc1nc2cc(C(=O)c3cccs3)ccc2[nH]1
263,BRD-K99545815,CN(c1ncccc1CNc1nc(Nc2ccc3c(c2)CC(=O)N3)ncc1C(F)(F)F)S(C)(=O)=O
264,BRD-K09132007,NC(=O)c1ccc(-c2nc(-c3ccc4c(c3)OCCO4)c(-c3ccccn3)[nH]2)cc1
265,BRD-K94379058,COc1ccc2c(c1)c(CC(=O)N1CCOCC1)c(C)n2C(=O)c1ccc(Cl)cc1
266,BRD-K66896231,Nc1c2c(nc3c1CCC3)CCCC2
267,BRD-K84085265,O[C@H]1CC[C@@H](Nc2ncc3nc(Nc4c(F)cc(F)cc4F)n([C@@H]4CCOC4)c3n2)CC1
268,BRD-A17535965,C=C[C@]12CN(C)[C@@H]3[C@H]4COC(CC41)[C@]1(C(=O)Nc4ccccc41)[C@H]32
269,BRD-K40742111,COc1cc(C)c(C(=O)Oc2cc(C)c(O)c(C(=O)O)c2C)c(O)c1C=O
270,BRD-A82656074,Oc1ccc2c3c1OC1c4[nH]c5ccccc5c4CC4(O)C(C2)N(CC2CC2)CCC314
271,BRD-K50938786,CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C
272,BRD-K29113274,CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
273,BRD-K18757346,CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@H]2CO[C@@H]1C2
274,BRD-A92537424,C#C[C@]1(O)CCC2C3CCC4=Cc5oncc5C[C@]4(C)C3CC[C@@]21C
275,BRD-K64245000,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(C=Cc2cccc(C(=O)O)c2)c(Cl)c1
276,BRD-K96271548,COc1ccccc1/C=C\C(=O)O
277,BRD-K51541829,C[C@@H](CN1CCC(Cc2ccccc2)CC1)[C@@H](O)c1ccc(O)cc1
278,BRD-A62057054,OC(c1ccccc1)C1CCN(CCc2ccccc2)CC1
279,BRD-K15715913,CN1CCN(C2=Nc3cc(F)ccc3Cc3ccccc32)CC1
280,BRD-A66435872,CC(CCCCC(=O)Nc1ccc(C(F)(F)F)cc1)NCCc1c[nH]cn1
281,BRD-A24514565,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O
282,BRD-A60197193,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC
283,BRD-K21936341,O=C1CCCN1CC#CCN1CCCC1
284,BRD-K19533706,COc1ccc(C=CC(=O)Nc2ccccc2C(=O)O)cc1OC
285,BRD-K07325606,O=c1cc(O)cc(/C=C/c2ccc(O)c(O)c2)o1
286,BRD-K45435259,CN1CCc2cc(Cl)c(O)cc2[C@@H](c2ccccc2)C1
287,BRD-A36630025,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC
288,BRD-K85383046,C[C@@]1(C2CCCC2)Cc2cc(OCC(=O)O)c(Cl)c(Cl)c2C1=O
289,BRD-K71860425,Nc1cc(Nc2ccc(S(N)(=O)=O)cc2)ncn1
290,BRD-A41304429,CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1
291,BRD-K55430733,c1cc2c3c(c1)c1c(n3CCNC2)CCCC1
292,BRD-K66876909,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1
293,BRD-A72703248,COc1ccc(CCCOC(Cn2ccnc2)c2ccc(OC)cc2)cc1
294,BRD-A80641450,CC(C)CC(NC(=O)N1CCCCCC1)C(=O)NC(Cc1cn(C)c2ccccc12)C(=O)NC(Cc1ccccn1)C(=O)O
295,BRD-A92826379,O=C1CCCC2C3CC(CN12)[C@@H]1CCCCN1C3
296,BRD-A63998256,C[C@H]1O[C@@H](OC2CC[C@]3(C=O)[C@H]4CC[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)C[C@H](O)[C@@H]1O
297,BRD-K32292990,O=C1NC(=O)c2cc(Nc3ccc(F)cc3)c(Nc3ccc(F)cc3)cc21
298,BRD-K64610608,COc1ccc(S(=O)(=O)N(C)C[C@@H]2Oc3c(NC(=O)Nc4cccc5ccccc45)cccc3C(=O)N([C@@H](C)CO)C[C@H]2C)cc1
299,BRD-K09255212,Oc1c(I)cc(Cl)c2cccnc12
300,BRD-K28115081,Cc1nnc2n1-c1sc(CCC(=O)N3CCOCC3)cc1C(c1ccccc1Cl)=NC2
301,BRD-K25504083,C=C1[C@@H](O)[C@@H]2/C=C/C[C@H](C)C(=O)[C@@](C)(O)/C=C/[C@@H](OC(C)=O)[C@]23C(=O)N[C@@H](Cc2ccccc2)[C@@H]3[C@@H]1C
302,BRD-K54330070,Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1
303,BRD-K49890030,O=C(C=Cc1c(C(=O)O)[nH]c2cc(Cl)cc(Cl)c12)Nc1ccccc1
304,BRD-A09056319,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC
305,BRD-A15034104,COc1c(O)cc2c(c1O)C1OC(CO)C(O)C(O)C1OC2=O
306,BRD-K53123955,O=C1NCCN1c1ncc([N+](=O)[O-])s1
307,BRD-K13725475,Cc1c(O)c(C(=O)CC(C)C)c2oc3c(C(=O)CC(C)C)c(O)c(C)c(O)c3c2c1O
308,BRD-K54411430,COc1ccc(-c2c(O)c3c(OC)c4c(cc3oc2=O)OC(C)(C)C=C4)cc1
309,BRD-K97399794,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
310,BRD-K77925998,c1ccc2nc(N3CCNCC3)ccc2c1
311,BRD-A42628519,CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)O
312,BRD-K32536677,N#C/C(=C\c1ccc(-c2cc(Cl)ccc2Cl)o1)C(=O)Nc1cccc2ncccc12
313,BRD-K13819402,c1ccc2c(c1)CN1CCCC1=N2
314,BRD-K13211965,Cc1c(C2CCN(CCc3ccccc3)CC2)noc1-c1ccc(Cl)cc1
315,BRD-K69690935,COc1ccc(C=CC(=O)CC(=O)C=Cc2cccc(O)c2OC)cc1O
316,BRD-A18202423,CCOC(=O)C12CC1C(=NO)c1ccccc1O2
317,BRD-K69763916,N[C@](CC1c2ccccc2Oc2ccccc21)(C(=O)O)[C@H]1C[C@@H]1C(=O)O
318,BRD-K62012036,COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C
319,BRD-K02407574,CCCCc1ccc2[nH]c(NC(=O)OC)nc2c1
320,BRD-K66175015,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1
321,BRD-A03816571,CCCCCCC(C)(C)c1ccc(C2CC(O)CCC2CCCO)c(O)c1
322,BRD-K43290182,CNc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(NC)n1
323,BRD-K50422030,Cc1ncsc1CCCl
324,BRD-K07888107,C=C[C@@H](O)[C@@H]1O[C@@H]1/C=C/[C@@H]1O[C@@H]1[C@@H](C)O
325,BRD-A95445494,Oc1ccc2c(c1)OCC1c3cc4c(cc3OC21)OCO4
326,BRD-K54094468,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC
327,BRD-K32744045,CCN(CC)C(=S)SSC(=S)N(CC)CC
328,BRD-K46211610,c1ccc(CC2=NCCN2)cc1
329,BRD-K61829047,CCOC(=O)/C=C\n1nnc(-c2cccc(Cl)c2)n1
330,BRD-K77908580,Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1
331,BRD-A97104540,CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1
332,BRD-K42221274,O=C(O)C1=CCCN(CCON=C(c2ccccc2)c2ccccc2)C1
333,BRD-K71003802,CN1CCC2=C[C@H](O)[C@H]3OC(=O)c4cc5c(cc4[C@H]3[C@@H]21)OCO5
334,BRD-K74141488,CN(C/C=C/c1ccccc1)Cc1cccc2ccccc12
335,BRD-K18059238,CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O
336,BRD-K20287671,CN(C)c1ccc(/C=C2\C(=O)Nc3ccccc32)cc1
337,BRD-K89708791,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C
338,BRD-A44090213,CC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1
339,BRD-A62182663,COc1ccc(C(=O)CC2(O)C(=O)Nc3c(Cl)ccc(Cl)c32)cc1
340,BRD-A34255068,COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1
341,BRD-K24576554,O=C(Nc1c[nH]nc1-c1nc2cc(CN3CCOCC3)ccc2[nH]1)NC1CC1
342,BRD-K70778732,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12
343,BRD-K62206109,c1nc(CCCC2CCNCC2)c[nH]1
344,BRD-K37289225,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1
345,BRD-A92630576,CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)N(C)C
346,BRD-K41260949,CCCC(CCC)C(=O)O
347,BRD-K88625236,CCCCCCCCCc1ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCO)cc1
348,BRD-K06543683,Cn1cc(C2=C(c3cn(CCCSC(=N)N)c4ccccc34)C(=O)NC2=O)c2ccccc21
349,BRD-A24817035,COc1ccc(CC2c3cc(OC)c(OC)cc3CCN2C)cc1OC
350,BRD-K51318897,COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1
351,BRD-A57382968,CN1C(C(=O)Nc2ccccn2)C(=O)c2ccccc2S1(=O)=O
352,BRD-K14821540,N#CC(C#N)=NNc1ccc(OC(F)(F)F)cc1
353,BRD-K12002134,CC(=O)O[C@@]1(C(C)=O)CC[C@@H]2[C@H]3C=C(C)C4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]21C
354,BRD-A42571354,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
355,BRD-A15297126,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1CC1C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C
356,BRD-K99818283,COc1ccc2c(c1OC)N=C(NC(=O)c1cccnc1)N1CCN=C21
357,BRD-A22844106,CN1C(C(=O)Nc2ccccn2)C(=O)c2sccc2S1(=O)=O
358,BRD-U51951544,CN(C)C/C=C/C(=O)Nc1ccc(C(=O)Nc2cccc(Nc3nccc(-c4cccnc4)n3)c2)cc1
359,BRD-A01317026,CC(O)[C@H](O)C1=Nc2c(nc(N)[nH]c2=O)NC1
360,BRD-A70268693,CC(C(=O)OC1CC2CCC(C1)N2C)c1ccc(Br)cc1
361,BRD-K30197592,COc1ccc2[nH]cc(CCN)c2c1
362,BRD-K36395411,Cn1ccc2cc3c(cc21)CCN3C(=O)Nc1cccnc1
363,BRD-K76674262,COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@@H]1C(OC)=C[C@]23CCCN2CCc2cc4c(cc2[C@H]13)OCO4
364,BRD-A17411484,CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12
365,BRD-K14550461,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]2CC[C@H]3[C@H](C)/C=C/[C@H](C)C(C)C)C[C@@H](O)C[C@@H]1O
366,BRD-A94756469,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)C6C[C@@H](O)[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)C6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O
367,BRD-K34330170,COc1cc2c(cc1OC)[C@@H]1C(=O)c3ccc(O)c(CC=C(C)C)c3O[C@@H]1CO2
368,BRD-A43331270,CCCN1C(C)=C(C(=O)OC)C(c2cccc([N+](=O)[O-])c2)C(C(=O)ON2CCC(c3ccccc3)(c3ccccc3)CC2)=C1C
369,BRD-A80928489,CCCCCCCCCCCCCCCC(=O)OCC(O)CO
370,BRD-K62221994,CC(C)OC(=O)c1cn(Cc2c(F)cccc2F)c2sc(-c3ccc(NC(=O)C(C)C)cc3)c(CN(C)Cc3ccccc3)c2c1=O
371,BRD-K37130656,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1
372,BRD-K76723084,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1
373,BRD-A55369275,CC(NCC(O)CP(=O)(O)CC1CCCCC1)c1ccc(Cl)c(Cl)c1
374,BRD-A64228451,CC1C(=O)C(=O)[C@@H]2O[C@@H]2C1=O
375,BRD-K77771411,COc1nc(C)nc(Cl)c1NC1=NCCN1
376,BRD-K05396879,CCCCC/C=C/C=C1/C(=O)C=C[C@@H]1C/C=C\CCCC(=O)O
377,BRD-K56403959,OCCOCCN1CCN(Cc2cccc(Oc3ccccc3)c2)CC1
378,BRD-K90885812,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C
379,BRD-K02265150,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2
380,BRD-A47633927,CC(C)CC(NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O
381,BRD-K68756823,Nc1[nH]nc2nnc(-c3c(-c4ccccc4)nn4ccccc34)cc12
382,BRD-K19605405,Nc1nc(NCCc2ccc(O)cc2)nc2nc(-c3ccco3)nn12
383,BRD-K30480208,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1
384,BRD-K41731458,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
385,BRD-M30523314,C.C.CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2
386,BRD-K47207162,CN(C)C/C=C(\c1ccc(Br)cc1)c1cccnc1
387,BRD-K22010301,COc1oc(=O)c2cc(N)ccc2c1Cl
388,BRD-K01192156,N#CC(C#N)=C(N)/C(C#N)=C/c1ccc(O)cc1
389,BRD-K31792052,Cc1ccc(-c2cn3c4c(sc3n2)CCCC4)cc1
390,BRD-K37561857,COc1cc(-c2ccc(=O)[nH]n2)ccc1OC(F)F
391,BRD-K85503079,O=C1[C@H]2CCCC[C@H]2C(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1
392,BRD-K71266197,Nc1c(S(=O)(=O)O)cc(Nc2cccc3ccccc23)c2c1C(=O)c1ccccc1C2=O
393,BRD-K05151076,CCCCCS(=O)(=O)CCCCCCCCCCn1c(-c2ccc(O)cc2)c(C)c2cc(O)ccc21
394,BRD-A13133631,CC(=O)[C@@]1(O)CCC2C3C[C@H](C)C4=CC(=O)C=CC4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
395,BRD-K53790871,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
396,BRD-A10420615,CC(=O)C1C(=O)[C@@H]2[C@H]3c4c[nH]c5cccc(c45)C[C@H]3C(C)(C)N2C1=O
397,BRD-K19284129,COC(=O)[C@@H]1C[C@H](OC(C)=O)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](c3ccoc3)C[C@]21C
398,BRD-K14767410,COc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(Cl)cc2)cc1
399,BRD-K32755366,COc1ccc2c3c([nH]c2c1)[C@H]1C[C@H]2[C@H](C[C@@H](O)[C@H](OC)[C@H]2C(=O)O)CN1CC3
400,BRD-K41564320,CC(C)[C@H](CO)Nc1nc(Nc2ccc(C(=O)O)c(Cl)c2)c2ncn(C(C)C)c2n1
401,BRD-K19796430,Cc1c(C(=O)Nc2ccc(N3C[C@H](C)O[C@H](C)C3)nc2)cccc1-c1ccc(OC(F)(F)F)cc1
402,BRD-K08547377,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC
403,BRD-K41707108,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO)NC(C)=O
404,BRD-A36074203,CC(Cc1ccccc1)(NC(=O)CN)c1ccccc1
405,BRD-A60070924,CC12CCC3c4ccc(O)cc4CCC3C1CCC2O
406,BRD-K11107424,CNC(=NC#N)NCCSCc1csc(N=C(N)N)n1
407,BRD-K79930101,CS(=O)(=O)CCNCc1nc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cs1
408,BRD-K20482099,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
409,BRD-K02992638,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1
410,BRD-K59369769,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1
411,BRD-K72783841,N#CC(=Cc1ccc(O)c(O)c1)C(=O)NCCCc1ccccc1
412,BRD-K39569857,CC1(C)C2=[N+]([O-])c3cc4c(cc3C2=C[C@@]23NC(=O)[C@]5(CCCN5C2=O)C[C@@H]13)OCO4
413,BRD-K04170657,COc1cc(C(=O)O)c2c(c1C)OC(=O)c1c(C)cc(O)c(C=O)c1O2
414,BRD-A15435692,OC(CCCN1CCN(c2ncc(F)cn2)CC1)c1ccc(F)cc1
415,BRD-K62959606,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](N)CO
416,BRD-A29426959,CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1
417,BRD-K64755930,CCOC(=O)c1cnc2c(cnn2CC)c1NN=C(C)C
418,BRD-K02953697,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
419,BRD-A95096829,Fc1ccc(N2CCN(CCC3OCCc4ccccc43)CC2)cc1
420,BRD-A83237092,C[C@]12CC[C@@H]3c4ccc(O)cc4CC(CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O
421,BRD-A41833852,C=CCN1CCC23c4c5ccc(O)c4OC2C(=NNC(=O)c2ccccc2)CCC3(O)C1C5
422,BRD-K41713976,Cc1cccc(CCN2CCC(C(=O)c3ccc(NS(C)(=O)=O)cc3)CC2)n1
423,BRD-A54927599,COc1ccc(C2CC(c3c(O)cc(C)oc3=O)=NCCS2)c(OC)c1
424,BRD-K69650333,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O
425,BRD-A51714012,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1
426,BRD-K34820100,CNC(=O)N(C)c1nnc(C(C)(C)C)s1
427,BRD-A46393198,c1ccc(C2CN3CCSC3=N2)cc1
428,BRD-A95696820,NC(=O)c1ncn(C2O[C@H](CO)[C@@H](O)[C@H]2O)c1N
429,BRD-A77118605,S=C(S)OC1CC2CC1C1CCCC21
430,BRD-K78637815,COc1ccc(-c2oc3cc(OC)ccc3c2C(=O)c2ccc(C#N)cc2)cc1
431,BRD-K01292756,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1
432,BRD-K21667562,CCCCCC=CCC=CCC=CCC=CCCCC(=O)Nc1ccc(O)cc1
433,BRD-K10843433,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O
434,BRD-K14618467,O=C(c1ccc(Nc2nccc(-c3cc4ccccc4s3)n2)cc1)N1CCC(N2CCCC2)CC1
435,BRD-A02759312,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1
436,BRD-K61480498,C[C@H](CC[C@@H]1OC1(C)C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
437,BRD-K21733600,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1
438,BRD-K06895174,COc1cc(N)c(Cl)cc1C(=O)N[C@@H]1CCN(CCCOc2ccc(F)cc2)C[C@@H]1OC
439,BRD-K43068349,CC(C)(C)c1ccc(C=CC(=O)Nc2ccc3c(c2)OCCO3)cc1
440,BRD-K71926323,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCN4C)CC1
441,BRD-A82590476,CN(Cc1ccccc1)C(=O)C(Cc1ccc2ccccc2c1)NC(=O)C1CCCN1C(=O)Nc1ccccc1[N+](=O)[O-]
442,BRD-K85603128,CC(=O)Oc1cccc(O)c1
443,BRD-A42167015,CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2
444,BRD-A98431941,CNC(C)[C@H](O)c1ccccc1
445,BRD-K83637872,Cc1nn(-c2ccccc2)c(C)c1C=NN1CCN(Cc2ccccc2)CC1
446,BRD-K89375097,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1
447,BRD-K38251852,CC(C)(O)[C@H]1O[C@H]2CC[C@@]3(C)[C@@](O)(CC[C@H]4Cc5c([nH]c6ccccc56)[C@@]43C)C2=CC1=O
448,BRD-K14282469,Nc1ccc(CCN2CCN(c3cccc(C(F)(F)F)c3)CC2)cc1
449,BRD-K37848908,NCc1ccccc1CC(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3CC(=O)O)CS[C@H]12
450,BRD-K77286328,c1nc2c(NC3CCCCC3)nc(Nc3ccc(N4CCOCC4)cc3)nc2[nH]1
451,BRD-A32164164,CCN1CC2(COC(=O)c3ccccc3N3C(=O)CC(C)C3=O)CCC(OC)C34C5CC6C(OC)CC(O)(C5C6OC)C(O)(C(OC)C23)C14
452,BRD-K82731415,Cn1cnc2c(NCc3ccccc3)nc(NCCO)nc21
453,BRD-K66792149,NC1=C(Cl)C(=O)c2ccccc2C1=O
454,BRD-K50384076,O=c1cc(-c2ccc(O)cc2)oc2cc(O)ccc12
455,BRD-K32828673,CN1Cc2c(ccc3c2OCO3)[C@H]2[C@@H](O)Cc3cc4c(cc3[C@H]21)OCO4
456,BRD-K08287586,CCCCOC(=O)c1ccc(O)cc1
457,BRD-A31312900,CC(C)(O)c1ccccc1CCC(SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1
458,BRD-K27871032,CN1C[C@H](CO)C=C2c3cccc4[nH]cc(c34)C[C@H]21
459,BRD-A15079084,CCCCCCCCCCCCCC(=O)OC1C(C)C2(O)C(C=C(CO)CC3(O)C(=O)C(C)=CC32)C2C(C)(C)C12OC(C)=O
460,BRD-K03557653,COc1ccc2c(c1)OC/C(=C/c1ccc(OC)c(OC)c1)C2=O
461,BRD-K84175871,CN[C@@H](C)[C@@H](O)c1ccccc1
462,BRD-A19661776,CN1CCN2c3ccccc3Cc3ccccc3C2C1
463,BRD-K89014967,O=C(NC[C@H](O)CO)c1ccncc1Nc1ccc(I)cc1F
