,drug_id,smiles
691,BRD-K07237224,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1
692,BRD-A78360835,COc1c(O)c2c(=O)cc3c4c5c(cc(O)c6c(=O)c(OC)c(CC(C)O)c(c(c1CC(C)O)c24)c65)OCO3
693,BRD-K37206356,COc1cc(O)c2c(=O)c(O)c(-c3ccc(O)c(O)c3)oc2c1
694,BRD-K39339537,COc1cc(C)nc(-n2nc(C)cc2OC)n1
695,BRD-K78633253,COC(=O)c1ccccc1NC(=O)c1ccc(F)cc1
696,BRD-K23922020,C#CCOC(=O)C1=CCCN(C)C1
697,BRD-K33551950,C[C@@H]1C[C@@H]2O[C@H]2/C=C/C=C/C(=O)Cc2c(Cl)c(O)cc(O)c2C(=O)O1
698,BRD-K73978287,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)O
699,BRD-U44618005,COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3ccc(N4CCN(C)CC4)cc3)n2)c(OC)c1
700,BRD-K81062487,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O
701,BRD-K38055836,CCN(CC)C(=O)c1ccc(O)c(OC)c1
702,BRD-K47328134,NCCCC[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O
703,BRD-K30097969,O=C(C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1)O[Ca]OC(=O)C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1
704,BRD-K46212057,C[C@@H](c1ncncc1F)[C@@](O)(Cn1cncn1)c1ccc(F)cc1F
705,BRD-K15025317,Cc1ccc(S(=O)(=O)/C=C/C#N)cc1
706,BRD-K59574735,CC(C)C[C@H](NC(=O)[C@@H](O)[C@H](N)Cc1ccccc1)C(=O)O
707,BRD-K17294426,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1
708,BRD-K13049116,C[C@@]1(C(=O)Nc2ccc(F)nc2)CCCN1c1nc(Nc2cc(C3CC3)n[nH]2)c2cccn2n1
709,BRD-A67438293,CCCCC[C@H](O)CC[C@@H]1C2Cc3cccc(C)c3CC2C[C@H]1O
710,BRD-A50675702,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)C(F)(F)F
711,BRD-K30867024,COc1ccc(NC(=O)c2ccc(-c3ccc(-c4noc(C)n4)cc3C)cc2)cc1OCCN(C)C
712,BRD-K70358946,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1
713,BRD-K68264559,Brc1c(NC2=NCCN2)ccc2nccnc12
714,BRD-K62929068,c1ccc(CNc2ncnc3nc[nH]c23)cc1
715,BRD-A84389091,CCOC(=O)c1ncn2c1C1CCCN1C(=O)c1cc(OC)ccc1-2
716,BRD-A06390036,CC[C@H]1CN2CCC1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12
717,BRD-K93201660,O=S(=O)(c1cccc2c(I)cccc12)N1CCCNCC1
718,BRD-A16478930,CC(=O)OCC(=O)C12OC3(CCCC3)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C
719,BRD-K32906660,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCNC(=O)/C(C#N)=C/c1ccc(O)c(O)c1
720,BRD-A00267231,CCCCC#Cc1nc(NC)c2ncn(C3OC(CO)C(O)C3O)c2n1
721,BRD-K87696786,COc1ccc(Nc2ncnc3ccc(OC)cc23)cc1
722,BRD-A65076780,CC(C)[C@@]1(NC(=O)[C@@H]2CC3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O
723,BRD-K55454768,COc1ccc(C(=C2C(=O)Nc3ccccc32)c2ccc(OC)cc2)cc1
724,BRD-K47780086,Nc1nc(O)c2ncn(CCC(CO)CO)c2n1
725,BRD-K17896185,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccc(N=C=S)cc2)CC1
726,BRD-A83431637,CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C
727,BRD-K82357231,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1
728,BRD-K60160658,Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C
729,BRD-K51751936,CC(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C
730,BRD-K61341215,CC(=O)O[C@H]1C[C@H]2CC[C@H]3[C@@H](CC[C@]4(C)[C@@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@]2(C)C[C@@H]1N1CCCCC1
731,BRD-K75478907,CSc1nc(NC2CCCC2)c([N+](=O)[O-])c(NC2CCCC2)n1
732,BRD-K34092021,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCc1ccc(O)c(OC)c1
733,BRD-A55594068,CC[C@]1(O)CC2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1
734,BRD-K33312228,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C(Cl)=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
735,BRD-K96354014,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]
736,BRD-K14696368,Cc1ccc2c(c1)-c1ccc3cccnc3c1NS2(=O)=O
737,BRD-A26095496,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
738,BRD-K36258877,C=CCNC(=O)c1cc([N+](=O)[O-])cc2c(=O)[nH]c(Nc3ccc(Cl)c(Cl)c3)nc12
739,BRD-K92678294,COc1ccccc1-c1coc2cc(OC)c(OC)c(OC)c2c1=O
740,BRD-K20338176,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1
741,BRD-A53131506,C[C@]12CCC3C(CCC4=CC(=O)CC[C@@]43C)C1CC[C@H]2O
742,BRD-K61323504,O=C(Nc1ccc([N+](=O)[O-])cc1O)Nc1ccccc1Br
743,BRD-K67506692,N#CC(C#N)=Cc1ccc([N+](=O)[O-])c(O)c1
744,BRD-A26845397,CC(C)NCC(O)COc1ccccc1-n1cccc1
745,BRD-K76587808,COc1cc2ccc(=O)oc2c(O)c1O
746,BRD-K39520573,O=C1Nc2ccc(I)cc2C1=Cc1cc(Br)c(O)c(Br)c1
747,BRD-A94793051,CC[C@]1(O)CCC2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@]21CC
748,BRD-K36324071,O=C(Nc1cc(C(=O)Nc2ccc(S(=O)(=O)O)c(S(=O)(=O)O)c2)cc(C(=O)Nc2ccc(S(=O)(=O)O)c(S(=O)(=O)O)c2)c1)Nc1cc(C(=O)Nc2ccc(S(=O)(=O)O)c(S(=O)(=O)O)c2)cc(C(=O)Nc2ccc(S(=O)(=O)O)c(S(=O)(=O)O)c2)c1
749,BRD-A41451487,CCC(C)N(C)C(=O)c1cc2ccccc2c(-c2ccccc2Cl)n1
750,BRD-K64881305,Cc1ccc(C(=O)N(CCCN)[C@@H](c2nc3cc(Cl)ccc3c(=O)n2Cc2ccccc2)C(C)C)cc1
751,BRD-K72029282,CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
752,BRD-K45033733,CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O
753,BRD-A61793559,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C
754,BRD-K97118047,Brc1c(Br)c(Br)c2[nH]nnc2c1Br
755,BRD-A53077924,CN1c2ccccc2C(NCCCCCCC(=O)O)c2ccc(Cl)cc2S1(=O)=O
756,BRD-K02867583,Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1
757,BRD-K11911061,COc1ccc(NC(=O)c2ccc(-c3ccc(-c4noc(C)n4)cc3C)cc2)cc1N1CCN(C)CC1
758,BRD-A35588707,COc1cc([C@@H]2c3cc4c(cc3C(O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)OC5[C@H](O)[C@H]3O)C3COC(=O)[C@@H]32)OCO4)cc(OC)c1O
759,BRD-A17428743,CC(N)Cc1c[nH]c2ccc(OCc3cccs3)cc12
760,BRD-K29555132,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(N)=O
761,BRD-K13927029,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\CO)C(C)(C)CCC1
762,BRD-K50325075,c1ccc(C(NCc2cccnc2)(c2ccccc2)c2ccccc2)cc1
763,BRD-K83794624,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O[C@@H]2CCCCO2)[C@H](C)O1
764,BRD-K05906022,CC1(C)O[C@H]2CC(=O)OC[C@@]23[C@H]1CC(=O)[C@]1(C)[C@@H]3CC[C@@]2(C)[C@H](c3ccoc3)OC(=O)[C@H]3O[C@]321
765,BRD-K50214219,Nc1ccc2c3c(cccc13)C(=O)NC2=O
766,BRD-K08619838,C(#CCN1CCCC1)CN1CCCC1
767,BRD-A56245458,CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(O)C(=O)CO
768,BRD-K88789588,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1
769,BRD-K78838262,CC1=CC(=O)C2=C(C)C[C@H](O)[C@H]3[C@H](C)C(=O)O[C@@H]3[C@H]12
770,BRD-K32821942,Cn1cnc([N+](=O)[O-])c1Sc1[nH]cnc2ncnc1-2
771,BRD-K10177585,CC[C@@H]1CN2C(=O)N(C)c3nc(-c4ccccc4)[nH]c3C2=N1
772,BRD-K39462424,CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1
773,BRD-A89175223,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1
774,BRD-K06854232,CC1(C)CCC(C)(C)c2cc(C(=O)Nc3ccc(C(=O)O)cc3)ccc21
775,BRD-K70327191,O=C(Oc1cccc2cccnc12)c1ccccc1
776,BRD-A39522003,CCCCCCCCC=CCCCCCCCC(=O)NC(CO)Cc1ccc(O)cc1
777,BRD-K61097567,COC(=O)[C@H](NC(=O)c1cc(-c2ccccc2)nc2ccccc12)c1ccccc1
778,BRD-A04706586,CCCC(=O)Nc1ncnc2c1ncn2C1OC2COP(=O)(O)OC2C1OC(=O)CCC
779,BRD-K73999723,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1
780,BRD-K68174511,Nc1ccc(-c2ccc3ncc4ccc(=O)n(-c5cccc(C(F)(F)F)c5)c4c3c2)cn1
781,BRD-A25569250,Cc1noc(-c2ccc(CSCCC(=O)O)cc2)c1NC(=O)OC(C)c1ccccc1Cl
782,BRD-A32349859,C=C1C2CC[C@@]3(C)[C@H](c4ccoc4)OC(=O)C[C@]13O[C@H]1CC(=O)C(C)(C)C(CC(=O)OC)[C@@]21C
783,BRD-K56596464,CC[N+](CC)(CC)CC(=O)Nc1c(C)cccc1C
784,BRD-K94689771,O=C1C[C@@H](c2ccccc2)Oc2cc(O)cc(O)c21
785,BRD-K20141153,CNCC[C@@H](Oc1ccccc1C)c1ccccc1
786,BRD-K09186807,O=C(N[C@@H](COc1ccc2[nH]c(=O)[nH]c2c1)c1ccccc1)c1cccn(Cc2ccc(F)c(F)c2)c1=O
787,BRD-K14993104,CCC1(C)CC(=O)NC(=O)C1
788,BRD-K95655893,CN(C)c1ccc(/C=C2\C(=O)Nc3ccccc32)c2ccccc12
789,BRD-A61856038,O=C(O[C@H]1[C@H](Oc2ccccc2COC(=O)C2(O)C=CCCC2=O)O[C@H](CO)[C@@H](O)[C@@H]1O)c1ccccc1
790,BRD-K35629949,O=C(O)Cn1c(C(=O)Nc2nc(-c3ccccc3Cl)cs2)cc2ccccc21
791,BRD-K67868012,Oc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1
792,BRD-K02283807,O=C(O)CC/C=C\CC[C@H]1[C@@H](OCc2ccc(-c3ccccc3)cc2)C[C@H](O)[C@@H]1N1CCCCC1
793,BRD-K37447567,COc1c2c(cc3c1OCO3)CCN(C)C2
794,BRD-K50387473,CCOc1cc(N2CCC(O)CC2)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2C
795,BRD-K07403598,Nc1ccc2c(c1)C(NCCc1ccc(Oc3ccccc3)cc1)=NCN2
796,BRD-K62056274,CN1CCN(c2ccc3ccccc3n2)CC1
797,BRD-K93095519,CCOc1cc(/C=C2\C(=O)N(c3ccccc3)N=C2C)cc(Cl)c1OCC(=O)OC
798,BRD-K54472332,COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)O)cn2[C@H](CO)C(C)C
799,BRD-A73741725,C=C1CC2C(CC[C@]3(C)C(=O)CCC23)[C@@]2(C)C=CC(=O)C=C12
800,BRD-K59419204,Cc1c(C(=O)NN2CCOCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(I)cc1
801,BRD-K44067360,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1
802,BRD-K26801045,NC(=O)C1(N2CCCCC2)CCN(CCCC(=O)c2ccc(F)cc2)CC1
803,BRD-K54256913,C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1
804,BRD-A24122750,NCC(CS(=O)(=O)O)c1ccc(Cl)cc1
805,BRD-K67680372,O=C(O)C1=CCCN(CCOC(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)C1
806,BRD-K09485525,CN(C)c1ccccc1CN1CCCN(Cc2ccccc2N(C)C)C1c1ccncc1
807,BRD-K08703257,NC(=O)c1cccc(N)c1
808,BRD-K74195153,Nc1nc(N)nc(-c2cc(Cl)ccc2Cl)n1
809,BRD-K38305202,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1
810,BRD-K18036262,CCCOc1ccc(Br)cc1-c1cc(-c2ccc(Cl)cc2)[nH]c1-c1ccncc1
811,BRD-K77625572,O=C(O)[C@]1(CCCCCCOc2ccc(Cl)cc2)CO1
812,BRD-K28143534,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1
813,BRD-K05977355,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F
814,BRD-A81772229,CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21
815,BRD-A87125127,Cc1cc(C(=O)O)sc1C(N)C(=O)O
816,BRD-K09778810,CCCCCCN(CCCCCC)C(=O)Cc1c(-c2ccc(F)cc2)[nH]c2ccccc12
817,BRD-K29313308,CC(=O)Nc1ccc(C(=O)Nc2ccc(F)cc2N)cc1
818,BRD-K52930707,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC
819,BRD-K04853698,c1ccc2c(-c3cnn4cc(-c5ccc(N6CCNCC6)cc5)cnc34)ccnc2c1
820,BRD-M86331534,Cc1cc(CCc2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1.Cc1cc(CCc2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1
821,BRD-A02481876,CC(Nc1nc(N2CCCC2)nc2ccccc12)c1ccccc1
822,BRD-K83289131,O=C(CCCCCCCn1cc(-c2cccnc2)nn1)Nc1ccccc1-c1ccccc1
823,BRD-K47659338,Cc1[nH]c2ccc(Cl)cc2c1C1=CCNCC1
824,BRD-K59570838,COc1ccc(CCN)cc1OC
825,BRD-K96402602,CC(C)=CCC/C(C)=C/CC/C(C)=C/CSc1nc[nH]n1
826,BRD-K19462402,COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1
827,BRD-K27450477,CCCCCC[C@@H]([C@@H](C)O)n1cnc2c(N)ncnc21
828,BRD-K55344148,c1ccc2nc(C3=NCCN3)ccc2c1
829,BRD-K50720187,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N
830,BRD-K72034655,COc1c(C(C)C)oc2cc3oc(=O)ccc3cc12
831,BRD-K49404994,CC[C@@H](C(N)=O)N1CCCC1=O
832,BRD-K63504947,Cc1cc(C)c(/C=C2\C(=O)Nc3ccccc32)[nH]1
833,BRD-K27184429,O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1
834,BRD-K64514229,Cc1cc(-n2c(=O)[nH]c(=O)n(C)c2=O)ccc1Oc1ccc(SC(F)(F)F)cc1
835,BRD-K65331431,CC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C
836,BRD-A85860691,CN1C(=O)C23CC4(C56CC78SSC(CO)(C(=O)N7C5Nc5ccccc56)N(C)C8=O)c5ccccc5NC4N2C(=O)C1(CO)SS3
837,BRD-K36616567,CN(C)CCC=C1c2ccccc2COc2ccccc21
838,BRD-A58048407,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1
839,BRD-A74980173,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12
840,BRD-K61192372,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F
841,BRD-K43405658,C[C@@H](NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1)c1ccccc1
842,BRD-K15842202,COc1cc(C(=O)O)cc(OC)c1OC
843,BRD-K31553034,COc1nc(C)cnc1NS(=O)(=O)c1cccnc1-c1ccc(-c2nnco2)cc1
844,BRD-K62858456,COc1ccc(CN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)c(OC)c1OC
845,BRD-K62792802,O=C1C(Nc2ccccc2)=CC(=O)c2ncccc21
846,BRD-A71203467,COc1cc2c(cc1O)C1Cc3ccc(O)c(OC)c3CN1CC2
847,BRD-K75699339,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12
848,BRD-K84663978,COc1cc2c(cc1OC)-c1c/c(=N\c3c(C)cc(C)cc3C)n(C)c(=O)n1CC2
849,BRD-K53665955,O=C(O)[C@]1(Cc2cccc(Nc3nccs3)n2)CC[C@@H](Oc2cccc(Cl)c2F)CC1
850,BRD-K46068882,Cc1cc(=O)c2c(O)c(C)c(O)cc2o1
851,BRD-A83892713,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C
852,BRD-A56020723,CCCNC(=O)[C@H]1O[C@@H]1C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)OC)C(C)CC
853,BRD-A96255180,NC(=O)c1ncn(C2OC(CO)C(O)C2O)n1
854,BRD-K63828191,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12
855,BRD-K40624912,CC(C)N(CCC(=O)c1ccc2ccccc2c1)Cc1ccccc1
856,BRD-K19894101,O=C(Nc1cccc(NC(=O)c2cccc(O)c2O)c1)c1cccc(O)c1O
857,BRD-K67637637,CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21
858,BRD-K90382497,COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(C(N)=O)s3)c2cc1OC
859,BRD-K44779798,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
860,BRD-A16700644,CC(COc1ccccc1)NC(C)[C@H](O)c1ccc(O)cc1
861,BRD-K06147391,Cc1scc2c1N(C(=O)CN1CCN(C)CC1)c1ccccc1NC2=O
862,BRD-K86509404,Cn1cnc2nc(NCCO)nc(NCc3ccccc3)c21
863,BRD-A77722753,N/N=C1\N=NC=C2C=CC=CC21
864,BRD-K31238592,CN1C(=O)[C@@H](NC(=O)c2cc3ccccc3[nH]2)N=C(c2ccccc2)c2ccccc21
865,BRD-K32501161,Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1
866,BRD-K31843556,O=C(Nc1ccncc1)c1cc([N+](=O)[O-])ccc1Cl
867,BRD-K13356952,CC(=O)N=c1sc(S(N)(=O)=O)nn1C
868,BRD-A07000685,C[C@]12C[C@H](O)C3C(CCC4=CC(=O)CC[C@@]43C)C1CC[C@]2(O)C(=O)COC(=O)CCC(=O)O
869,BRD-A35033682,O=C1CC(c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21
870,BRD-K51290057,CC(C)(C)c1cc(C(=O)C=Cc2ccc(C(=O)O)cc2)cc(C(C)(C)C)c1
871,BRD-K17953061,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
872,BRD-K76064317,COc1cc2ncc(-c3ccccc3)nc2cc1OC
873,BRD-A38749782,CC(=O)OCC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
874,BRD-A64125466,C[C@H](CCC(=O)O)[C@H]1CCC2C3C(=O)CC4CC(=O)CC[C@]4(C)C3CC(=O)[C@@]21C
875,BRD-K93080877,C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)C(=O)CCl
876,BRD-K25311561,O=c1cc(-c2cccc3c2Sc2ccccc2S3)oc(N2CCOCC2)c1
877,BRD-K50398167,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl
878,BRD-K19554809,Clc1cncc(N2CCNCC2)n1
879,BRD-K82577285,CCCN(CCC)CCc1ccc(O)c(O)c1
880,BRD-K81473089,Nc1c2c(nc3ccccc13)CCCC2
881,BRD-K09859624,CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21
882,BRD-K01493881,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12
883,BRD-A25067867,CN1C2CCC1CC(OC(c1ccccc1)c1ccccc1)C2
884,BRD-K04196797,NC(=O)N1c2ccccc2CC(=O)c2ccccc21
885,BRD-K03842655,C=C(C)[C@H]1O[C@H]2CC[C@]3(C)[C@@]4(C)c5[nH]c6cc(Cl)c7c8c6c5[C@@H](OC(C)(C)[C@H]5C[C@H](C(=C)C7)[C@]85O)[C@@H]4CC[C@@]3(O)[C@]23O[C@@H]3[C@H]1O
886,BRD-K14329163,COC(=O)C1=C(C)NC(C)=C([N+](=O)[O-])[C@H]1c1ccccc1C(F)(F)F
887,BRD-A90799790,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12
888,BRD-K76698671,O=C(CCCCCCSc1ccc2ccccc2c1)NO
889,BRD-A42346008,CNCC(O)c1ccc(O)c(OC)c1
890,BRD-K78692225,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1
891,BRD-K94887716,FC(F)(F)c1cccc(N2CCNCC2)c1
892,BRD-K09537769,O=c1cc(N2CCOCC2)oc2c1ccc1ccccc12
893,BRD-K52219182,CCCn1c(=O)c(C)cn2nc(N)nc12
894,BRD-K53220666,COc1cc(C(=O)N2CCOCC2)cc(OC)c1OC
895,BRD-K02637541,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1
896,BRD-K67100011,CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](/N=C/N3CCCCCC3)[C@H]2SC1(C)C
897,BRD-K05464208,COc1cc(SC)ccc1C(=O)N1CCC(Cc2ccccc2)CC1
898,BRD-A46179541,CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O
899,BRD-A20589515,NC(C(=O)O)c1cc(O)cc(O)c1
900,BRD-K67174588,CN(C)CCOc1ccc(/C(=C(\CCCl)c2ccccc2)c2ccccc2)cc1
901,BRD-K74430258,Clc1cccc(C=NC=Nc2cccc(Cl)c2)c1
902,BRD-A81233518,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1
903,BRD-K67537649,COc1ccc(Cl)cc1NC(=O)Nc1cc(C)nc2ccccc12
904,BRD-K06234293,c1ccc(-c2n[nH]cc2-c2ccnc3ccccc23)nc1
905,BRD-K18909381,CN1CCN(c2nc3cc(C(F)(F)F)ccc3n3cccc23)CC1
906,BRD-K94841585,O=C(O)c1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O
907,BRD-K90733503,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1
908,BRD-A59174698,CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1
909,BRD-K37814297,CC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2
910,BRD-K84895041,O=C(O)COc1cccc(-c2ocnc2-c2nc(-c3ccccc3)c(-c3ccccc3)o2)c1
911,BRD-K45401373,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
912,BRD-K14807180,CSc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1cccnc1)CC2
913,BRD-A28746609,CC(=O)O[C@H]1C(=O)[C@@]2(C)C([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O
914,BRD-A97437073,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1
915,BRD-K47639036,Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O
916,BRD-K73391359,CCCCc1cc2ccccc2c(OCCN(C)C)n1
917,BRD-A27143604,N#CC(Cc1ccc(O)cc1)c1ccc(O)cc1
918,BRD-K17415526,C[C@H](NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1)c1ccccc1
919,BRD-K19227686,O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21
920,BRD-K66782112,NC(=O)CCCCn1ccc(N=C(N)NCC(F)(F)F)n1
921,BRD-A48720949,CCC(=O)O[C@H]1CCC2C3CCC4=CC(=O)CC[C@]4(C)C3CC[C@@]21C
922,BRD-K17349619,CN(C)CCCNc1c2c(=O)n(C)c(=O)nc-2n(C)c2ccccc12
923,BRD-K80431395,Cn1nc(N)c2cn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c3ncnc1c23
